measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,China,Both,All Ages,Substance use disorders,Rate,2004,2.626727747209843,2.9090052064287573,2.200596702258673
Deaths,China,Male,All Ages,Diabetes and kidney diseases,Rate,2004,19.337351139760166,21.41494015170082,17.542595460567814
Deaths,China,Female,All Ages,Diabetes and kidney diseases,Rate,2004,21.34545258021671,23.771067992522187,19.23456157157368
Deaths,China,Both,All Ages,Diabetes and kidney diseases,Rate,2004,20.314284857955755,21.950432625898685,18.86058768934516
Deaths,Saint Vincent and the Grenadines,Male,All Ages,Chronic respiratory diseases,Rate,2004,16.748396704429627,19.102644059148062,14.55327927212414
Deaths,Saint Vincent and the Grenadines,Female,All Ages,Chronic respiratory diseases,Rate,2004,7.2021862325810195,8.675143988076176,5.931782108202816
Deaths,Saint Vincent and the Grenadines,Both,All Ages,Chronic respiratory diseases,Rate,2004,12.034515403788282,13.47563073154496,10.747491657224055
Deaths,Tuvalu,Male,All Ages,Digestive diseases,Rate,2004,46.058337912746765,61.50893983578505,31.938950275322203
Deaths,Tuvalu,Female,All Ages,Digestive diseases,Rate,2004,29.484106072776456,43.66790048039912,18.015566581185034
Deaths,Tuvalu,Both,All Ages,Digestive diseases,Rate,2004,37.76022733904922,51.39114843312883,25.52642441410115
Deaths,Tuvalu,Male,All Ages,Neurological disorders,Rate,2004,19.17546554327687,36.02168917624842,11.951270966444582
Deaths,Tuvalu,Female,All Ages,Neurological disorders,Rate,2004,24.605213800083565,52.37522168170262,12.29443174423674
Deaths,Tuvalu,Both,All Ages,Neurological disorders,Rate,2004,21.893941540074827,44.14300856514285,12.228279575386905
Deaths,Kiribati,Male,All Ages,Unintentional injuries,Rate,2004,22.90082852570674,27.981462914445668,18.111013914247874
Deaths,Kiribati,Female,All Ages,Unintentional injuries,Rate,2004,12.980862045291143,16.14999917968704,10.270388929456749
Deaths,Kiribati,Both,All Ages,Unintentional injuries,Rate,2004,17.88342883157075,21.42570766139637,14.793497974501815
Deaths,Singapore,Male,All Ages,Diabetes and kidney diseases,Rate,2004,15.255381432052495,16.04582787855439,14.397357224065892
Deaths,Singapore,Female,All Ages,Diabetes and kidney diseases,Rate,2004,20.363053402764994,21.67997147213153,18.522005063776394
Deaths,Singapore,Both,All Ages,Diabetes and kidney diseases,Rate,2004,17.78451358649453,18.6447040131466,16.53145319896242
Deaths,Serbia,Male,All Ages,Digestive diseases,Rate,2004,58.10416454006864,60.76672009815164,55.30043521337537
Deaths,Serbia,Female,All Ages,Digestive diseases,Rate,2004,34.2167191425696,36.19336112562621,32.12881873001271
Deaths,Serbia,Both,All Ages,Digestive diseases,Rate,2004,45.9249619811567,47.71413569758544,44.01254228032021
Deaths,Serbia,Male,All Ages,Unintentional injuries,Rate,2004,24.678067357795424,26.75726712084224,22.677875022504054
Deaths,Serbia,Female,All Ages,Unintentional injuries,Rate,2004,9.42187810944715,10.70604760922715,8.494685763138124
Deaths,Serbia,Both,All Ages,Unintentional injuries,Rate,2004,16.899578865585994,18.224207041343472,15.732670587158712
Deaths,India,Male,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,18.026107365558218,22.61938281363591,14.102209927704742
Deaths,India,Female,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,14.24330906326353,18.09266603998859,11.1749019015463
Deaths,India,Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,16.2009777295916,20.414500677312923,12.685300811287956
Deaths,India,Male,All Ages,Respiratory infections and tuberculosis,Rate,2004,100.30411821086955,108.54492389802098,91.8094239941102
Deaths,India,Female,All Ages,Respiratory infections and tuberculosis,Rate,2004,85.91459292032464,94.91422282285258,76.90778458752983
Deaths,India,Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,93.36144060647983,100.91231720419424,86.64192128459011
Deaths,India,Male,All Ages,Enteric infections,Rate,2004,73.57318705673602,117.20889779870555,56.00529135601585
Deaths,India,Female,All Ages,Enteric infections,Rate,2004,101.60833738439273,157.5975842322088,64.11712156756879
Deaths,India,Both,All Ages,Enteric infections,Rate,2004,87.09962426612826,120.09648138725025,64.21268514199411
Deaths,India,Male,All Ages,Other infectious diseases,Rate,2004,33.65794522816603,44.61964137512856,26.259057335799262
Deaths,India,Female,All Ages,Other infectious diseases,Rate,2004,37.44950957876693,50.82177063214327,28.7671507957565
Deaths,India,Both,All Ages,Other infectious diseases,Rate,2004,35.48730431896356,47.36153371009166,27.782067575337624
Deaths,Republic of Korea,Male,All Ages,Neoplasms,Rate,2004,189.5924933838118,197.0606172486933,183.75239150600814
Deaths,Republic of Korea,Female,All Ages,Neoplasms,Rate,2004,110.38033791030172,114.98889763699417,102.86770324086623
Deaths,Republic of Korea,Both,All Ages,Neoplasms,Rate,2004,150.01310575628733,155.11199087980336,143.69844255234236
Deaths,Taiwan (Province of China),Male,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,0.6871498434212943,0.7309687090891913,0.6435060090285931
Deaths,Taiwan (Province of China),Female,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,0.10363241615730341,0.11027848944613099,0.09721769579372831
Deaths,Taiwan (Province of China),Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,0.4003932859640703,0.4227465427780148,0.37855330660134173
Deaths,Taiwan (Province of China),Male,All Ages,Respiratory infections and tuberculosis,Rate,2004,45.128927519887164,47.47333415016809,41.8369372600154
Deaths,Taiwan (Province of China),Female,All Ages,Respiratory infections and tuberculosis,Rate,2004,22.986688699660867,24.814594492720623,20.11454790757395
Deaths,Taiwan (Province of China),Both,All Ages,Respiratory infections and tuberculosis,Rate,2004,34.24762066971278,36.04800297553402,31.35329210791915
Deaths,Taiwan (Province of China),Male,All Ages,Enteric infections,Rate,2004,0.4848517627990799,0.6847042952009265,0.34583527537602915
Deaths,Taiwan (Province of China),Female,All Ages,Enteric infections,Rate,2004,0.41640667619892197,0.6207584158414964,0.2821149916533583
Deaths,Taiwan (Province of China),Both,All Ages,Enteric infections,Rate,2004,0.4512159594943687,0.6435613488586273,0.3128469635636007
Deaths,Taiwan (Province of China),Male,All Ages,Other infectious diseases,Rate,2004,1.62860656022916,1.8494706149207443,1.3073030422958614
Deaths,Taiwan (Province of China),Female,All Ages,Other infectious diseases,Rate,2004,1.1042152216444359,1.2162277977122993,0.9217229723517615
Deaths,Taiwan (Province of China),Both,All Ages,Other infectious diseases,Rate,2004,1.3709061934757427,1.5158710129377828,1.1502169947273113
Deaths,Taiwan (Province of China),Male,All Ages,Maternal and neonatal disorders,Rate,2004,2.6316211070917914,2.880696849468155,2.4069302468566667
Deaths,Taiwan (Province of China),Female,All Ages,Maternal and neonatal disorders,Rate,2004,2.2849360552270634,2.5380828023121964,2.066960756895041
Deaths,Taiwan (Province of China),Both,All Ages,Maternal and neonatal disorders,Rate,2004,2.461250510860001,2.65998086941339,2.287859231658146
Deaths,Cook Islands,Male,All Ages,Unintentional injuries,Rate,2004,14.120611317410713,16.418522407039017,12.226616759048616
Deaths,Cook Islands,Female,All Ages,Unintentional injuries,Rate,2004,4.309585515485976,5.036305364771294,3.7204324646159543
Deaths,Cook Islands,Both,All Ages,Unintentional injuries,Rate,2004,9.34095355150406,10.700064331744494,8.197524829981106
Deaths,Uruguay,Male,All Ages,Enteric infections,Rate,2004,2.6489342562548406,2.976527532202898,2.3568527337138057
Deaths,Uruguay,Female,All Ages,Enteric infections,Rate,2004,4.290791631811941,4.833080490838358,3.7194762355636475
Deaths,Uruguay,Both,All Ages,Enteric infections,Rate,2004,3.4963552800301274,3.912292299721529,3.099155639913851
Deaths,Uruguay,Male,All Ages,Other infectious diseases,Rate,2004,2.6042102214178775,2.8471341388518043,2.1557468314301653
Deaths,Uruguay,Female,All Ages,Other infectious diseases,Rate,2004,2.066622375330154,2.2748891381186342,1.654410616989094
Deaths,Uruguay,Both,All Ages,Other infectious diseases,Rate,2004,2.3267420017765517,2.502869648120757,1.9851049809999732
Deaths,Uruguay,Male,All Ages,Maternal and neonatal disorders,Rate,2004,12.25344898842783,13.593894764407633,10.910718334988939
Deaths,Uruguay,Female,All Ages,Maternal and neonatal disorders,Rate,2004,8.9510975296106,9.920961806724346,7.968451508228641
Deaths,Uruguay,Both,All Ages,Maternal and neonatal disorders,Rate,2004,10.548987872767796,11.628226325410525,9.501045516985398
Deaths,Uruguay,Male,All Ages,Substance use disorders,Rate,2004,4.93033532664444,5.3078149087211175,4.607022033503781
Deaths,Uruguay,Female,All Ages,Substance use disorders,Rate,2004,0.6491388212537501,0.7031691297269332,0.5971233593393812
Deaths,Uruguay,Both,All Ages,Substance use disorders,Rate,2004,2.720657446219312,2.911194931655899,2.555987671799408
Deaths,Lebanon,Male,All Ages,Neoplasms,Rate,2004,139.25691955247825,163.8971534648279,120.61282821085872
Deaths,Lebanon,Female,All Ages,Neoplasms,Rate,2004,113.1873250976309,133.34653620134682,99.36271012365339
Deaths,Lebanon,Both,All Ages,Neoplasms,Rate,2004,126.20042679203786,148.02574399644104,111.69494413295917
Deaths,Lebanon,Male,All Ages,Neurological disorders,Rate,2004,20.37290337577965,45.037915431158375,8.91827076803501
Deaths,Lebanon,Female,All Ages,Neurological disorders,Rate,2004,23.730427014658716,54.89601169585274,8.928558434077788
Deaths,Lebanon,Both,All Ages,Neurological disorders,Rate,2004,22.054459380034316,50.39219361356746,9.1025392657786
Deaths,Serbia,Male,All Ages,Musculoskeletal disorders,Rate,2004,0.5213165033573145,0.620364312857273,0.4691795975621237
Deaths,Serbia,Female,All Ages,Musculoskeletal disorders,Rate,2004,2.0574594195287372,2.841480952411854,1.6215397901841588
Deaths,Serbia,Both,All Ages,Musculoskeletal disorders,Rate,2004,1.3045310926180016,1.7368287375273284,1.0903427885773453
Deaths,Tajikistan,Male,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.5078228053984799,1.567119038690228,0.18694954538692923
Deaths,Tajikistan,Female,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.4833813433510743,1.5929488963696006,0.1670278193696718
Deaths,Tajikistan,Both,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.49567265467834937,1.5622677899056616,0.18101726145097619
Deaths,Marshall Islands,Male,All Ages,Chronic respiratory diseases,Rate,2004,46.31593377384336,62.40287334998804,36.924455988704736
Deaths,Marshall Islands,Female,All Ages,Chronic respiratory diseases,Rate,2004,40.62672143118183,53.24108121909336,20.987492886241583
Deaths,Marshall Islands,Both,All Ages,Chronic respiratory diseases,Rate,2004,43.54383930163753,54.46293659835019,34.61748518696468
Deaths,Marshall Islands,Male,All Ages,Skin and subcutaneous diseases,Rate,2004,2.152144648203768,2.943848575033871,1.3748024756839043
Deaths,Marshall Islands,Female,All Ages,Skin and subcutaneous diseases,Rate,2004,1.2166882429133279,1.6759399577731011,0.7725622999359563
Deaths,Marshall Islands,Both,All Ages,Skin and subcutaneous diseases,Rate,2004,1.6963392793920413,2.2253569106567954,1.1934009974300082
Deaths,Nepal,Male,All Ages,Nutritional deficiencies,Rate,2004,9.257294815618216,12.488770524336077,6.534098856496821
Deaths,Nepal,Female,All Ages,Nutritional deficiencies,Rate,2004,11.685173581645138,16.34356670748908,8.307714283850565
Deaths,Nepal,Both,All Ages,Nutritional deficiencies,Rate,2004,10.479064372511793,13.54081829926021,7.977789077671513
Deaths,Angola,Male,All Ages,Neoplasms,Rate,2002,45.2163337588402,54.78017542007958,35.82154593194014
Deaths,Angola,Female,All Ages,Neoplasms,Rate,2002,39.508091918726905,48.44164727362793,31.15437732135241
Deaths,Angola,Both,All Ages,Neoplasms,Rate,2002,42.31218470367568,49.92017456196607,35.42180437019387
Deaths,Zambia,Male,All Ages,Neglected tropical diseases and malaria,Rate,2001,103.64913578105764,183.62059749461162,45.02089695229383
Deaths,Zambia,Female,All Ages,Neglected tropical diseases and malaria,Rate,2001,92.0448246123736,166.26321727880293,39.87407786153019
Deaths,Zambia,Both,All Ages,Neglected tropical diseases and malaria,Rate,2001,97.7634049942981,174.66005069470742,43.46465944654428
Deaths,Singapore,Male,All Ages,Skin and subcutaneous diseases,Rate,2004,1.014079432770097,1.9844517830352002,0.46376182764474283
Deaths,Singapore,Female,All Ages,Skin and subcutaneous diseases,Rate,2004,1.6025804775843098,2.5121441748520152,0.8752813878559594
Deaths,Singapore,Both,All Ages,Skin and subcutaneous diseases,Rate,2004,1.305483603573715,2.060980575026351,0.775304203609061
Deaths,Singapore,Male,All Ages,Transport injuries,Rate,2004,7.973464057565247,8.39713608780464,7.580627796766559
Deaths,Singapore,Female,All Ages,Transport injuries,Rate,2004,2.2156312056098417,2.362266708046321,2.065671780236416
Deaths,Singapore,Both,All Ages,Transport injuries,Rate,2004,5.122396038850689,5.349744095016636,4.899900696564984
Deaths,Tajikistan,Male,All Ages,Chronic respiratory diseases,Rate,2004,21.655348048254137,29.340623882115715,19.10811079411902
Deaths,Tajikistan,Female,All Ages,Chronic respiratory diseases,Rate,2004,23.128595775509762,32.149560297136475,19.979802737174435
Deaths,Tajikistan,Both,All Ages,Chronic respiratory diseases,Rate,2004,22.38771757261107,29.5548419022064,20.078201451633316
Deaths,Australia,Male,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.009750264549203599,0.016208696632346024,0.005853882973569181
Deaths,Australia,Female,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.009341049707347197,0.014565372355393997,0.00590572547993278
Deaths,Australia,Both,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.009543289347351448,0.014287821416551608,0.0068148896703103205
Deaths,United Arab Emirates,Male,All Ages,Unintentional injuries,Rate,2000,23.097651913703466,28.462746288793202,17.988450283825376
Deaths,United Arab Emirates,Female,All Ages,Unintentional injuries,Rate,2000,7.630755321822546,9.298075519915526,6.032350921443162
Deaths,United Arab Emirates,Both,All Ages,Unintentional injuries,Rate,2000,18.057657605264975,22.163601060946817,14.328576901803332
Deaths,Saint Vincent and the Grenadines,Male,All Ages,Digestive diseases,Rate,2004,34.47544596441401,37.06573267207051,31.84494961568632
Deaths,Saint Vincent and the Grenadines,Female,All Ages,Digestive diseases,Rate,2004,15.793123269184596,17.232477137535806,14.375935249381463
Deaths,Saint Vincent and the Grenadines,Both,All Ages,Digestive diseases,Rate,2004,25.25018827024387,27.03517522072409,23.495663377733
Deaths,Saint Vincent and the Grenadines,Male,All Ages,Unintentional injuries,Rate,2004,36.052994517810625,38.69939064993032,33.70186970260763
Deaths,Saint Vincent and the Grenadines,Female,All Ages,Unintentional injuries,Rate,2004,10.500071002207175,11.537092283902163,9.532545895919341
Deaths,Saint Vincent and the Grenadines,Both,All Ages,Unintentional injuries,Rate,2004,23.435061077925376,25.03162305418717,21.975835468641186
Deaths,Greenland,Male,All Ages,Cardiovascular diseases,Rate,2004,208.17550520055806,232.24590157992967,187.7714729296829
Deaths,Greenland,Female,All Ages,Cardiovascular diseases,Rate,2004,158.78306122661428,179.44184935129343,140.2720098483975
Deaths,Greenland,Both,All Ages,Cardiovascular diseases,Rate,2004,185.15491398857694,204.05823272856355,168.87767777235445
Deaths,Uganda,Male,All Ages,Cardiovascular diseases,Rate,2001,89.80852946624941,107.83826361959721,72.87888297744063
Deaths,Uganda,Female,All Ages,Cardiovascular diseases,Rate,2001,75.86207094794163,91.11901242143242,61.25910051695305
Deaths,Uganda,Both,All Ages,Cardiovascular diseases,Rate,2001,82.67031968245477,96.63949208455175,69.15959958482519
Deaths,Uganda,Male,All Ages,Musculoskeletal disorders,Rate,2001,0.4083004106965875,0.5403980081674324,0.2987992854050887
Deaths,Uganda,Female,All Ages,Musculoskeletal disorders,Rate,2001,0.2896925114484748,0.48551786721571527,0.10276404718981841
Deaths,Uganda,Both,All Ages,Musculoskeletal disorders,Rate,2001,0.34759338132875184,0.5045235643036482,0.21319753355367513
Deaths,Mauritania,Male,All Ages,Musculoskeletal disorders,Rate,2004,0.19844777226842736,0.2531988013854976,0.14391844250510305
Deaths,Mauritania,Female,All Ages,Musculoskeletal disorders,Rate,2004,0.6668500590292193,0.8841281037648239,0.4002422335928405
Deaths,Mauritania,Both,All Ages,Musculoskeletal disorders,Rate,2004,0.4359913816542101,0.5514568369353523,0.2939673211902633
Deaths,Mauritania,Male,All Ages,Other non-communicable diseases,Rate,2004,26.161820165963963,48.80690216985687,12.968284919750387
Deaths,Mauritania,Female,All Ages,Other non-communicable diseases,Rate,2004,20.674783593836178,37.19613314087553,11.730254088652432
Deaths,Mauritania,Both,All Ages,Other non-communicable diseases,Rate,2004,23.3791470044201,40.590750080985,13.085360747767524
Deaths,Mauritania,Male,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,9.485078543242723,23.70958036633791,2.9615965227031444
Deaths,Mauritania,Female,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,6.596575122747695,14.498941975235306,2.3772034299175164
Deaths,Mauritania,Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2004,8.02021479765221,18.814995732880053,2.6761193177874474
Deaths,Zambia,Male,All Ages,Chronic respiratory diseases,Rate,2001,23.347929252252634,27.649490341807446,19.490139582819108
Deaths,Zambia,Female,All Ages,Chronic respiratory diseases,Rate,2001,13.6334248677148,17.389141907605502,10.093139362960782
Deaths,Zambia,Both,All Ages,Chronic respiratory diseases,Rate,2001,18.42071240128717,21.466886842339882,15.479071966066648
Deaths,Serbia,Male,All Ages,Self-harm and interpersonal violence,Rate,2004,41.968180475948124,48.11021448326201,34.86040507875306
Deaths,Serbia,Female,All Ages,Self-harm and interpersonal violence,Rate,2004,14.593213013845412,15.32157001089251,13.899403722023917
Deaths,Serbia,Both,All Ages,Self-harm and interpersonal violence,Rate,2004,28.010837268395377,31.255709530476857,24.57700071179877
Deaths,Democratic People's Republic of Korea,Male,All Ages,Neoplasms,Rate,2004,144.6980170527094,176.19981836171976,111.42983460349757
Deaths,Democratic People's Republic of Korea,Female,All Ages,Neoplasms,Rate,2004,115.38121438644184,138.54350647789406,91.83046985398808
Deaths,Democratic People's Republic of Korea,Both,All Ages,Neoplasms,Rate,2004,129.5690038724888,156.1041976639337,103.35356233265504
Deaths,Democratic People's Republic of Korea,Male,All Ages,Neurological disorders,Rate,2004,9.385411861100788,17.80929473515121,5.6675298957858695
Deaths,Democratic People's Republic of Korea,Female,All Ages,Neurological disorders,Rate,2004,20.47711823027161,47.18044778281909,9.029684423901195
Deaths,Democratic People's Republic of Korea,Both,All Ages,Neurological disorders,Rate,2004,15.109316127216566,33.189786910835366,7.409326211403293
Deaths,Nepal,Male,All Ages,Digestive diseases,Rate,2004,40.38863519627254,64.31215132359442,28.542532510768627
Deaths,Nepal,Female,All Ages,Digestive diseases,Rate,2004,25.066739875876806,32.33322485870035,19.60824248550901
Deaths,Nepal,Both,All Ages,Digestive diseases,Rate,2004,32.6782727521859,47.4682303210073,24.021031663782736
Deaths,Nepal,Male,All Ages,Neurological disorders,Rate,2004,8.981603498104699,17.09474419788625,5.607845315488712
Deaths,Nepal,Female,All Ages,Neurological disorders,Rate,2004,10.974936715022368,21.4721836097916,6.351364993168778
Deaths,Nepal,Both,All Ages,Neurological disorders,Rate,2004,9.984698823642752,18.684248791774593,6.143931361916587
Deaths,Georgia,Male,All Ages,Other infectious diseases,Rate,2004,2.8891093268946797,3.6593049139555744,2.0515459985505067
Deaths,Georgia,Female,All Ages,Other infectious diseases,Rate,2004,1.6330576055380437,2.011200076635127,1.118900742423638
Deaths,Georgia,Both,All Ages,Other infectious diseases,Rate,2004,2.225260390190922,2.7343368898094442,1.6022476654908513
Deaths,Georgia,Male,All Ages,Maternal and neonatal disorders,Rate,2004,26.622325660970244,31.856541790825574,21.891911477626984
Deaths,Georgia,Female,All Ages,Maternal and neonatal disorders,Rate,2004,16.785993368718245,19.581976342816837,14.261038006485228
Deaths,Georgia,Both,All Ages,Maternal and neonatal disorders,Rate,2004,21.423623551614753,25.394402305855433,17.910898434604032
Deaths,Georgia,Male,All Ages,Substance use disorders,Rate,2004,2.874157527333047,3.2441252114025447,2.5593792338258887
Deaths,Georgia,Female,All Ages,Substance use disorders,Rate,2004,0.5578668127014855,0.6288718903417247,0.49322482044113064
Deaths,Georgia,Both,All Ages,Substance use disorders,Rate,2004,1.6499506719464407,1.831705111800062,1.4963777680769135
